miejscowosc_id;kod_stacji;kod_miedzynarodowy;nazwa_stacji;stary_kod_stacji;data_uruchomienia;data_zamkniecia;typ_stacji;typ_obszaru;rodzaj_stacji;adres;uwagi;wgs84_fi_n;wgs84_lambda_e
34528;MpChrzanWSSEGrzy0301;PL0303A;Chrzanów Grzybowskiego;;2001-01-01;2009-12-31;tło;miejski;w budynku;ul. Grzybowskiego 7;;50.136944;19.397222
34528;MpChrzaPlTysMOB;PL0637A;Chrzanów, Pl. Tysiąclecia;;2016-01-01;2016-12-31;tło;miejski;mobilna;Pl. Tysiąclecia;;50.144028;19.406556
37175;MpDabrowWIOSZare0401;PL0627A;Dabrowa Tarnowska, ul. Zaręby;;2014-01-01;2014-12-31;tło;miejski;mobilna;ul. Zaręby;;50.177519;20.984028
41238;MpDobczSzkolMOB;PL0638A;Dobczyce, ul. Szkolna;;2016-01-01;2016-12-31;tło;miejski;mobilna;ul. Szkolna;;49.881108;20.100819
37175;MpDobrowWSSEPils0401;;Dąbrowa Tarnowska Piłsudskiego;;2001-01-01;2004-12-31;tło;miejski;w budynku;ul. Piłsudskiego 14;;50.170833;20.983611
37911;MpGorlicWSSELegi0501;PL0391A;Gorlice Legionów;;2001-01-01;2010-12-31;tło;miejski;w budynku;ul. Legionów 12;;49.655;21.156111
37911;MpGorlKrasin;PL0478A;Gorlice, ul. Krasińskiego;MpGorlicWIOSKras0511;2009-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Krasińskiego;;49.658889;21.163336
36318;MpKalZebRyneMOB;PL0639A;Kalwaria Zebrzydowska, Rynek;;2016-01-01;2016-12-31;tło;miejski;mobilna;Rynek;;49.867344;19.676722
37206;MpKaszowLisz;PL0640A;Kaszów;;2016-01-01;;tło;podmiejski;kontenerowa stacjonarna;ul. Bory;;50.025028;19.726833
30616;MpKetyWyspiaMOB;PL0613A;Kęty, ul. Wyspiańskiego;MpKetyWIOSWysp1304;2015-01-01;2015-12-31;tło;miejski;mobilna;ul. Wyspiańskiego;;49.876936;19.2156
36133;MpKrakAlKras;PL0012A;Kraków, Aleja Krasińskiego;MpKrakowWIOSAKra6117;2003-01-01;;komunikacyjna;miejski;kontenerowa stacjonarna;al. Krasińskiego;;50.057678;19.926189
36133;MpKrakBujaka;PL0501A;Kraków, ul. Bujaka;MpKrakowWIOSBuja6119;2010-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Bujaka;;50.010575;19.949189
36133;MpKrakBulwar;PL0039A;Kraków, ul. Bulwarowa;MpKrakowWIOSBulw6118;2003-01-01;;przemysłowa;miejski;kontenerowa stacjonarna;ul. Bulwarowa;;50.069308;20.053492
36133;MpKrakDietla;PL0641A;Kraków, ul. Dietla;;2016-01-01;2024-01-31;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Dietla;;50.057447;19.946008
36133;MpKrakKamien;PL0819A;Kraków, ul. Kamieńskiego;MpKrakDietla;2024-03-22;;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Kamieńskiego;;50.024605;19.97846
36133;MpKrakOsPias;PL0642A;Kraków, os. Piastów;;2016-01-01;;tło;miejski;wolnostojący pobornik pyłu;os. Piastów;;50.098508;20.018269
36133;MpKrakowWIOSPrad6115;PL0038A;Krowodrza-Kraków, szpital Jana Pawła II;;2003-01-01;2010-02-28;tło;miejski;kontenerowa stacjonarna;ul. Prądnicka;;50.0875;19.926111
36133;MpKrakowWSSEKapi6108;PL0392A;Kraków Swoszowice Kąpielowa;;2003-01-01;2009-12-31;tło;miejski;w budynku;ul. Swoszowice Kąpielowa 70;;49.991667;19.935
36133;MpKrakowWSSEPrad6102;;Krakow Pradnicka 76;;2003-01-01;2004-12-31;tło;miejski;w budynku;ul. Prądnicka 76;;50.0875;19.938056
36133;MpKrakowWSSERPod6113;;Kraków Rynek Podgórski;;2001-01-01;2004-12-31;tło;miejski;w budynku;ul. Rynek Podgórski;;50.04;19.943333
36133;MpKrakSwoszo;PL0735A;Kraków, os. Swoszowice;;2019-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Lusińska;;49.991442;19.936792
36133;MpKrakTelime;PL0669A;Kraków, ul. Telimeny;;2017-01-01;2018-06-01;tło;miejski;wolnostojący pobornik pyłu;ul. Telimeny 9;;50.019036;20.016822
36133;MpKrakWadow;PL0670A;Kraków, os. Wadów;;2017-01-01;;przemysłowa;miejski;kontenerowa stacjonarna;Wadów;;50.100569;20.122561
36133;MpKrakZloRog;PL0643A;Kraków, ul. Złoty Róg;;2016-01-01;;tło;miejski;wolnostojący pobornik pyłu;Złoty Róg;;50.081197;19.895358
30028;MpKrynicDiet;PL0743A;Krynica, ul. Bulwary Dietla;;2019-01-01;2021-02-22;tło;miejski;mobilna;ul. Bulwary Dietla;;49.416978;20.956147
30028;MpKrynicWIOSNowo1008;PL0479A;Krynica Nowotarskiego;;2009-01-01;2009-12-31;tło;miejski;mobilna;ul. Nowotarskiego;;49.417778;20.9575
30028;MpKrynicWIOSPark1009;PL0515A;Krynica, ul. Park Sportowy;;2010-01-01;2010-12-31;tło;miejski;mobilna;ul. Park Sportowy;;49.427533;20.9512
30028;MpKrynicWSSENowo1002;;Krynica Nowotarskiego RWM;;2005-01-01;2008-12-31;tło;miejski;w budynku;ul. Nowotarskiego RWM;"Wybrano miejscowość SIMC: Krynica-Zdrój (0960390). Podstawa korekty: brak współrzędnych; ul. Nowotarskiego wskazuje Krynicę-Zdrój. Dodatkowe uwagi: GIOŚ używa skrótu Krynica.";-999.0;-999.0
35739;MpKrzeszWIOSKulc0605;;Krzeszowice Plac Kulczyńskiego;;2002-01-01;2002-12-31;tło;miejski;BRAK DANYCH;pl. Kulczyńskiego 1;;-999.0;-999.0
41492;MpLimanoBoleMOB;PL0614A;Limanowa, ul. Matki Bożej Bolesnej;MpLimanoWIOSMBBo0706;2015-01-01;2015-12-31;tło;miejski;mobilna;Zygmunta Augusta;;49.698525;20.424119
37754;MpMaPodhWIOSKosc1508;PL0117A;Maków Podhalański;;2004-12-15;2010-12-31;tło;miejski;kontenerowa stacjonarna;ul. Kościuszki 5;;49.730278;19.681389
34502;MpMiechoWIOSKono0802;PL0628A;Miechów, ul. Konopnickiej;;2014-01-01;2014-12-31;tło;miejski;mobilna;ul. Konopnickiej;;50.360036;20.038672
34502;MpMiechoWIOSKsSk0801;;Miechów Księdza Skorupki;;2002-01-01;2003-12-31;tło;miejski;w budynku;ul. Księdza Skorupki 5;;50.354722;20.024722
34478;MpMszanaDoln;PL0784A;Mszana Dolna ul. Orkana;;2021-01-01;2021-12-10;tło;miejski;mobilna;ul. Orkana;;49.672225;20.083092
40141;MpMuszynKity;PL0685A;Muszyna, ul. A. Kity 17;;2017-01-01;2018-01-17;tło;miejski;kontenerowa stacjonarna;ul. A. Kity;;49.354447;20.894361
40141;MpMuszynKityMOB;PL0644A;Muszyna, ul. Kity;;2016-01-01;2016-12-31;tło;miejski;mobilna;ul. Kity;;49.354464;20.894375
40141;MpMuszynLodoMOB;PL0820A;Muszyna, Lodowisko;;2023-01-01;2024-12-12;tło;miejski;mobilna;al. Zdrojowa;;49.350042;20.890522
40141;MpMuszynWSSERyne1001;PL0393A;Muszyna Rynek 14 Szkoła Podst.;;2001-01-01;2009-12-31;tło;miejski;w budynku;ul. Rynek 14;;49.353611;20.891944
32899;MpMuszynZloc;PL0693A;Muszyna Złockie;;2018-01-01;2018-12-31;tło;pozamiejski;mobilna;Złockie 79;;49.374147;20.879581
37215;MpMyslenSoli;PL0806A;Myślenice;;2021-03-17;;tło;miejski;wolnostojący pobornik pyłu;Solidarności 6;;49.831237;19.923591
37215;MpMyslenWIOSKazi0901;;Myslenice Kazimierza Wielkiego;;2002-01-01;2002-12-31;tło;miejski;BRAK DANYCH;ul. Kazimierza Wielkiego 199;"Wybrano miejscowość SIMC: Myślenice (0951617). Podstawa korekty: brak współrzędnych; adres ul. Kazimierza Wielkiego wskazuje miasto Myślenice. Dodatkowe uwagi: odrzucono wieś Myślenice w pow. brzeskim.";-999.0;-999.0
37215;MpMyslenWIOSKosc0902;;Myślenice Kościuszki;;2002-01-01;2003-12-31;tło;miejski;w budynku;ul. Kościuszki 16;;49.826667;19.936389
37215;MpMyslenWIOSRyne0905;;Mobilna Myślenice Rynek;;2004-08-09;2004-10-30;tło;miejski;mobilna;ul. Rynek;;49.835;19.938056
37215;MpMyslenWIOSRyne0906;PL0118A;Myślenice Rynek;;2004-12-16;2008-12-31;tło;miejski;kontenerowa stacjonarna;ul. Rynek;;49.835;19.938056
37215;MpMysleRynekMOB;PL0615A;Myślenice, Rynek;MpMyslenWIOSRyne0907;2015-01-01;2015-12-31;tło;miejski;mobilna;Rynek;;49.834922;19.938114
30541;MpNiepo3Maja;PL0125A;Niepołomice, ul. 3 Maja;MpWielicWIOSNiep1904;2003-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. 3 Maja;;50.035117;20.212689
30541;MpNiepolWIOSRyne1907;;Niepołomice Rynek mobilna;;2006-01-01;2007-01-31;tło;miejski;mobilna;ul. Rynek;;-999.0;-999.0
30568;MpNoSaczNadb;PL0550A;Nowy Sącz, ul. Nadbrzeżna;MpNSaczWIOSNadb6205;2010-09-01;;tło;miejski;kontenerowa stacjonarna;ul. Nadbrzeżna;;49.619281;20.714403
30568;MpNoSaczWSSENawo17a;;Nowy Sącz Nawojowska 17a;;2004-01-01;2004-12-31;tło;miejski;w budynku;ul. Nawojowska 17a;;49.613889;20.704444
34611;MpNoTargAlTy;PL0807A;Nowy Targ, al. Tysiąclecia;;2021-12-08;;tło;miejski;kontenerowa stacjonarna;al. Tysiąclecia;;49.476675;20.034878
34611;MpNoTargPSlo;PL0671A;Nowy Targ, Plac Słowackiego;;2016-03-21;2021-12-06;tło;miejski;kontenerowa stacjonarna;Plac Słowackiego;;49.483597;20.028992
34611;MpNoTargWSSESzaf1102;PL0304A;Nowy Targ Szaflarska;;2001-01-01;2009-12-31;tło;miejski;BRAK DANYCH;ul. Szaflarska;;49.474444;20.025833
34611;MpNowyTaWIOSPows1114;PL0629A;Nowy Targ, ul. Powstańców;;2014-01-01;2014-12-31;tło;miejski;mobilna;ul. Powstańców;;49.476097;20.026881
30568;MpNSaczWIOSPija6204;PL0119A;Nowy Sącz, Pijarska;;2003-08-20;2010-09-30;tło;miejski;kontenerowa stacjonarna;ul. Pijarska;;49.627222;20.688333
30568;MpNSaczWSSETarn6202;PL0305A;Nowy Sącz Tarnowska 28;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Tarnowska 28;;49.635278;20.693056
30798;MpOlkuCegiel;PL0754A;Olkusz, ul. Cegielniana;;2019-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Cegielniana;;50.284;19.564044
30798;MpOlkuFrNull;PL0306A;Olkusz, ul. Francesco Nullo;MpOlkuszWIOSNull1205;2003-04-01;2018-04-16;tło;miejski;kontenerowa stacjonarna;ul. Francesco Nullo;;50.277569;19.569869
30538;MpOswiecBema;PL0694A;Oświęcim, ul. J. Bema;;2018-01-01;;tło;miejski;kontenerowa stacjonarna;ul. J. Bema;;50.033083;19.245275
30538;MpOswiecWIOSSnia1302;PL0630A;Oświęcim, ul. Śniadeckiego;;2014-01-01;2014-12-31;tło;miejski;mobilna;ul. Śniadeckiego;;50.035447;19.239331
30538;MpOswiecWIOSSnia1304;;Oświęcim mobilna;;2005-01-01;2008-12-31;tło;miejski;mobilna;ul. Śniadeckiego;;50.034167;19.245278
30538;MpOswiecWSSEWiez1301;PL0307A;Oświęcim Więźniów Oświęcimia;;2001-01-01;2009-12-31;tło;miejski;w budynku;ul. Więźniów Oświęcimia 1;;50.034167;19.200556
33785;MpPiwnicWSSERyne1004;;Piwniczna Rynek 2;;2004-03-08;2005-12-31;tło;miejski;w budynku;ul. Rynek 2;"Wybrano miejscowość SIMC: Piwniczna-Zdrój (0961768). Podstawa korekty: nazwa GIOŚ PIWNICZNA; w SIMC Piwniczna-Zdrój po pominięciu rodzaju_gminy. Dodatkowe uwagi: skrót nazwy uzdrowiska.";49.4375;20.708611
33785;MpPiwnZdrojoMOB;PL0645A;Piwniczna-Zdrój, ul. Zdrojowa;;2016-01-01;2016-12-31;tło;miejski;mobilna;ul. Zdrojowa;"Wybrano miejscowość SIMC: Piwniczna-Zdrój (0961768). Podstawa korekty: nazwa GIOŚ PIWNICZNA; stacja ma nazwę Piwniczna-Zdrój, ul. Zdrojowa. Dodatkowe uwagi: skrót nazwy uzdrowiska.";49.444056;20.719889
39502;MpProszoWIOS3Maj1402;;Proszowice UmiG;;2002-01-01;2003-12-31;tło;miejski;w budynku;ul. 3 maja 72;;50.188056;20.29
39502;MpProszWIOSKrol1404;PL0120A;Proszowice, ul. Królewska;;2004-12-16;2014-12-31;tło;miejski;wolnostojący pobornik pyłu;ul. Królewska 72;;50.192181;20.299711
30100;MpRabkaOrkan;PL0672A;Rabka-Zdrój, ul. Orkana;;2017-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Orkana;;49.608647;19.966008
30100;MpRabkaWIOSChop1113;PL0631A;Rabka-Zdrój, ul. Chopina;;2014-01-01;2014-12-31;tło;miejski;mobilna;ul. Chopina;;49.608753;19.965894
30100;MpRabkaWIOSRudn1112;PL0480A;Rabka ul. Rudnika;;2009-01-01;2009-12-31;tło;miejski;mobilna;ul. prof. Rudnika;;49.603611;19.9675
30100;MpRabkaWSSEOrka1105;;Rabka Orkana;;2004-01-01;2007-01-31;tło;miejski;w budynku;ul. Orkana 28;;-999.0;-999.0
39092;MpSkawOsOgro;PL0273A;Skawina, os. Ogrody;MpSkawinWIOSOsie0606;2003-01-01;;tło;miejski;kontenerowa stacjonarna;os. Ogrody;;49.971047;19.830422
39092;MpSkawStudzi;PL0757A;Skawina, ul. Studzińskiego;;2020-01-01;2021-12-16;przemysłowa;miejski;kontenerowa stacjonarna;Studzińskiego;;49.983361;19.839572
31584;MpSlomWolnosMOB;PL0616A;Słomniki, ul. Wolności;MpSlomniWIOSWoln0611;2015-01-01;2015-12-31;tło;miejski;mobilna;ul. Wolności;;50.243442;20.082194
30199;MpSuchaBWIOSHand1512;PL0551A;Sucha Beskidzka, ul. Handlowa;;2011-09-16;2014-12-31;tło;miejski;kontenerowa stacjonarna;ul. Handlowa;;49.740644;19.588325
30199;MpSuchaNiesz;PL0646A;Sucha Beskidzka, ul. Nieszczyńskiej;;2017-06-10;;tło;miejski;kontenerowa stacjonarna;ul. Nieszczyńskiej;;49.743131;19.600339
30199;MpSuchaWIOSBeni1501;;Sucha Beskidzka Beniowskiego;;2002-01-01;2002-12-31;tło;miejski;BRAK DANYCH;ul. Beniowskiego 2;;-999.0;-999.0
30199;MpSuchaWIOSMick1502;;Sucha Beskidzka Mickiewicza LOK;;2003-01-01;2003-12-31;tło;miejski;w budynku;ul. Miskiewicza 9;;49.738333;19.592778
30199;MpSuchSemika;PL0617A;Sucha Beskidzka, ul. Semika;MpSuchaBWIOSSemi1513;2015-01-01;2015-12-31;tło;miejski;kontenerowa stacjonarna;ul. Semika;;49.740711;19.592275
39377;MpSzarowSpok;PL0618A;Szarów, ul. Spokojna;MpSzarowWIOS1909;2015-05-04;;tło;podmiejski;kontenerowa stacjonarna;ul. Spokojna;;50.0075;20.259167
39377;MpSzarowWIOS1901;;Szarów1901;;2002-01-01;2002-12-31;tło;podmiejski;BRAK DANYCH;ul. Szarów 241;;-999.0;-999.0
39377;MpSzarowWIOS1908;PL0487A;Szarów;;2009-01-01;2015-12-31;tło;podmiejski;w budynku;;;50.007014;20.258475
28298;MpSzczawJanaMOB;PL0619A;Szczawnica, ul. Jana Wiktora;MpSzczawWIOSSzal1116;2015-01-01;2015-12-31;tło;miejski;mobilna;ul. Jana Wiktora;;49.425886;20.484947
28298;MpSzczawParkMOB;PL0808A;Szczawnica, Park Dolny;;2021-12-15;2022-12-08;tło;miejski;mobilna;Park Dolny;;49.427089;20.478381
40112;MpSzymbaGorl;PL0121A;Szymbark;MpSzymbaWIOS0507;2004-11-01;;tło;pozamiejski;kontenerowa stacjonarna;Szymbark 430;;49.633714;21.116833
33577;MpTarBitStud;PL0502A;Tarnów, ul. Bitwy pod Studziankami;MpTarnowWIOSBitw6304;2010-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Bitwy pod Studziankami;;50.020169;21.004167
33577;MpTarnowWIOSSoli6303;PL0122A;Tarnów Al. Solidarności;;2001-01-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;al. Solidarności;;50.016111;20.983611
33577;MpTarnowWSSEMosc6301;;Tarnów ul.Mościckiego 10;;2001-01-01;2005-12-31;tło;miejski;kontenerowa stacjonarna;ul. Mościckiego 10;;50.006667;20.975278
33577;MpTarnowWSSEWest6302;;Tarnów Westerplatte;;2003-01-01;2008-12-31;tło;miejski;kontenerowa stacjonarna;ul. Westerplatte 10;;50.023333;21.005
33577;MpTarRoSitko;PL0647A;Tarnów, ul. Ks. Romana Sitko;;2016-01-01;;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Ks. Romana Sitko;;50.018253;20.992578
40813;MpTrzebiWIOSPils0303;PL0123A;Trzebinia;;2004-01-23;2010-08-31;przemysłowa;miejski;kontenerowa stacjonarna;ul. Piłsudskiego;;50.160833;19.472778
40813;MpTrzebOsZWM;PL0552A;Trzebinia, os. Związku Walki Młodych;MpTrzebiWIOSZWM0305;2010-01-01;;tło;miejski;kontenerowa stacjonarna;os. Widokowe (dawne os. ZWM);;50.159406;19.477464
39006;MpTuchChopin;PL0481A;Tuchów, ul. Chopina;MpTuchowWIOSSzop1602;2009-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Chopina;;49.894169;21.051061
34883;MpWadowiBalyMOB;PL0809A;Wadowice, ul. Bałysa;;2021-12-27;2023-12-11;tło;miejski;mobilna;ul. Bałysa;;49.872364;19.497467
34883;MpWadowiWIOSPSka1805;PL0124A;Wadowice, os. Pod Skarpą;;2004-12-16;2014-12-31;tło;miejski;wolnostojący pobornik pyłu;os. Pod Skarpą;;49.872761;19.497942
34883;MpWadowiWIOSPska1807;;wadowice mobilna;;2005-01-01;2008-12-31;tło;miejski;mobilna;os. Pod Skarpą;;49.871944;19.498333
34883;MpWadowiWIOSTeat1802;;Wadowice Teatralna;;2002-01-01;2003-12-31;tło;miejski;w budynku;ul. Teatralna 1;;49.884722;19.489722
39286;MpWielDembowMOB;PL0648A;Wieliczka, ul. Dembowskiego;;2016-01-01;2016-12-31;tło;miejski;mobilna;ul. Dembowskiego;;49.98825;20.059
39286;MpWielicWIOSOSP1902;;Wieliczka OSP;;2002-01-01;2003-12-31;tło;miejski;w budynku;ul. OSP Plac Targowy;;49.975833;20.057778
41099;MpWolbroWIOSFabr1204;;Wolbrom Fabryczna;;2002-01-01;2003-10-31;tło;miejski;BRAK DANYCH;ul. Fabryczna 46;;-999.0;-999.0
29823;MpWysowaParkMOB;PL0840A;Wysowa-Zdrój, Park Zdrojowy;;2023-12-19;;tło;podmiejski;mobilna;Wysowa;"Wybrano miejscowość SIMC: Wysowa-Zdrój (0468370). Podstawa korekty: nazwa/adres stacji wskazuje Wysowa-Zdrój; kandydat SIMC w gminie z GUGiK. Dodatkowe uwagi: wybrano człon Wysowa zamiast Uście Gorlickie.";49.440175;21.178087
29823;MpWysowaWSSE0502;;Uście Gorlickie Wysowa;;2000-01-01;2004-12-31;tło;pozamiejski;w budynku;ul. Wysowa;"Wybrano miejscowość SIMC: Wysowa-Zdrój (0468370). Podstawa korekty: nazwa/adres stacji wskazuje Wysowa; kandydat SIMC Wysowa-Zdrój w gminie z GUGiK. Dodatkowe uwagi: wybrano człon Wysowa zamiast Uście Gorlickie.";49.424722;21.176389
35482;MpZabieWapie;PL0728A;Zabierzów, ul. Wapienna;;2019-01-01;;tło;miejski;wolnostojący pobornik pyłu;Wapienna;;50.116028;19.800639
41277;MpZakopaSien;PL0126A;Zakopane, ul. Sienkiewicza;MpZakopaWIOSRown1701;2003-04-01;;tło;miejski;kontenerowa stacjonarna;ul. Sienkiewicza;;49.293564;19.960083
45840;MzBelsIGFPAN;PL0014A;Belsk Duży, IGF PAN;MzBelskIGFPAN;1991-07-01;;tło;pozamiejski;kontenerowa stacjonarna;Osiedle PAN 1;;51.835242;20.791912
43066;MzBialaKmiciMOB;PL0712A;Biała, ul. Kmicica;;2019-01-01;;przemysłowa;podmiejski;mobilna;ul. Andrzeja Kmicica 33;;52.602534;19.6451
46497;MzCiechSienkWSSE;;Ciechanów-Sienkiewicza;;1979-07-01;2006-12-31;tło;miejski;w budynku;ul. Sienkiewicza;;52.88265;20.594756
46497;MzCiechStrazacka;PL0127A;Ciechanów-Strażacka;;1992-07-01;2014-12-31;tło;miejski;w budynku;ul. Strażacka 6;;52.878436;20.613288
44282;MzGostMajaWSSE;;Gostynin-Maja;;1998-04-09;2007-12-31;tło;miejski;w budynku;ul. 3 Maja 17;;52.425533;19.460439
45677;MzGranicaKPN;PL0128A;Granica, KPN;;2003-08-01;;tło;pozamiejski;kontenerowa stacjonarna;Kampinoski Park Narodowy;;52.285858;20.454653
43315;MzGrodziskWSSE;;Grodzisk Maz-Kościuszki;;2005-01-01;2007-12-31;tło;miejski;w budynku;ul. Kościuszki 32a;;52.109081;20.625174
47308;MzGutyDuCzer;PL0649A;Guty Duże;;2016-01-01;;tło;pozamiejski;kontenerowa stacjonarna;ul. Guty Duże 4;;52.943172;21.288167
42033;MzKonJezWieMOB;PL0673A;Konstancin-Jeziorna, ul. Wierzejewskiego;MzKonJezMos;2017-01-01;2022-12-31;tło;podmiejski;mobilna;ul. Wierzejewskiego 12;;52.080625;21.111186
42033;MzKonJezZero;PL0821A;Konstancin-Jeziorna, ul. Żeromskiego;;2023-01-01;;tło;podmiejski;wolnostojący pobornik pyłu;ul. Żeromskiego;;52.082277;21.124598
42033;MzKonJezZrodWSSE;;Konstancin Jeziorna - Źródlana;;1989-06-15;2006-12-31;tło;miejski;w budynku;ul. Źródlana 6/8;;52.084541;21.113746
44206;MzKozienSwierWSSE;;Kozienice-Świerczewskiego;;1984-01-01;2003-12-31;tło;miejski;w budynku;ul. Świerczewskiego 27;;51.58563;21.545647
45702;MzLegionBronWSSE;;Legionowo-Broniewskiego;;1991-11-06;2009-12-31;tło;miejski;w budynku;ul. Broniewskiego 6;;52.399686;20.927147
45702;MzLegZegrzyn;PL0129A;Legionowo, ul. Zegrzyńska;MzLegionZegIMGW;2003-08-01;;tło;podmiejski;kontenerowa stacjonarna;ul. Zegrzyńska 38;;52.407578;20.955928
49443;MzMakMMickWSSE;;Maków-Mazowiecki-Mickiewicza;;1985-01-01;2006-12-31;tło;miejski;w budynku;ul. Mickiewicza 31;;52.864687;21.094026
43272;MzMinMazKaziMOB;PL0753A;Mińsk Mazowiecki-Kazikowskiego;;2019-01-01;2020-12-31;tło;miejski;mobilna;Zygmunta Kazikowskiego 18;;52.178766;21.560968
43272;MzMinskKilinWSSE;PL0394A;Mińsk-Kilińskiego;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Kilińskiego 10;;52.179811;21.56651
43272;MzMinskKoscWSSE;;Mińsk-Kościuszki;;1992-01-01;2003-12-31;tło;miejski;w budynku;ul. Kościuszki 9;;52.18047;21.558658
47818;MzMlawaMajaWSSE;;Mława-Maja;;1980-01-01;2006-12-31;tło;miejski;w budynku;ul. 1 Maja 6;;53.112359;20.381051
47818;MzMlawOrdona;PL0516A;Mława-Ordona;MzMlawaOrdona;2006-01-01;2018-01-01;tło;miejski;wolnostojący pobornik pyłu;ul. Ordona 14;;53.111908;20.371725
44244;MzNowDwChemWSSE;PL0130A;Nowy Dwór-Chemików;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Chemików;;52.429424;20.724131
45290;MzOstMazSikorWSSE;PL0395A;Ostrów Mazowiecka-Sikorskiego;;1980-01-01;2009-12-31;tło;miejski;w budynku;ul. Generała Sikorskiego 3;;52.803259;21.890476
48398;MzOstroHalle;PL0620A;Ostrołęka, ul. Hallera;MzOstrolHallera;2015-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. gen. J. Hallera 12;;53.083736;21.579322
48398;MzOstrolKoscWSSE;;Ostrołęka-Kościuszki;;1982-01-01;2006-12-31;tło;miejski;w budynku;ul. Kościuszki 19;;53.085319;21.568983
48398;MzOstrolTargowa;PL0131A;Ostrołęka-Targowa;;1994-01-03;2014-12-31;tło;miejski;wolnostojący pobornik pyłu;ul. Targowa 4;;53.084023;21.589205
46742;MzOtwoBrzozo;PL0539A;Otwock, ul. Brzozowa;MzOtwockBrzoz;2010-05-11;;tło;podmiejski;kontenerowa stacjonarna;ul. Brzozowa 2;;52.115725;21.237297
46742;MzOtwockBrzozWSSE;PL0132A;Otwock-BrzozowaWSSE;;1980-01-02;2009-12-31;tło;miejski;w budynku;ul. Brzozowa 2;;52.115444;21.237658
45495;MzPiaseczDworWSSE;PL0133A;Piaseczno-Dworska;;1981-10-01;2009-12-31;tło;miejski;w budynku;ul. Dworska;;52.051445;21.005582
49090;MzPiasPulask;PL0134A;Piastów, ul. Pułaskiego;MzPiastowPulask;2003-08-01;;tło;podmiejski;kontenerowa stacjonarna;ul. Pułaskiego 6/8;;52.191728;20.837489
49090;MzPiastWarszWSSE;;Piastów-Warszawska;;1994-01-04;2003-12-31;przemysłowa;miejski;w budynku;ul. Warszawska 24;;52.186581;20.843524
47993;MzPionkiSienWSSE;;Pionki-Sienkiewicza;;1995-01-09;2003-12-31;tło;miejski;w budynku;ul. Sienkiewicza 11;;51.478028;21.451383
43820;MzPlockJasnaWSSE;;Płock-Jasna;;1986-04-14;2006-12-31;tło;miejski;w budynku;ul. Jasna 8;;52.554005;19.667701
43820;MzPlockKolegWSSE;PL0135A;Płock-Kolegialna;;2004-02-27;2009-12-31;tło;miejski;w budynku;ul. Kolegialna 20;;52.542222;19.695556
43820;MzPlockKolodWSSE;;Płock-Piasta Kołodzieja;;1990-01-02;2003-12-31;tło;miejski;w budynku;ul. Piasta Kołodzieja 4;;52.550865;19.69058
43820;MzPlockLaczWSSE;;Płock-Łączniczek;;1991-01-10;2003-12-31;tło;miejski;w budynku;ul. Łączniczek 14;;52.539936;19.751334
43820;MzPlockOpsis;;Płock-Opsis;;1995-02-27;2006-12-31;komunikacyjna;miejski;w budynku;ul. Jachowicza 44;;52.549779;19.691923
43820;MzPlockPiaskaWSSE;;Płock-Piaska;;1987-01-05;2006-12-31;tło;miejski;w budynku;ul. Piaska 5;;52.544338;19.724452
44146;MzPlockPKN1;PL0396A;Płock-Trzepowo;;1996-12-01;2009-12-31;przemysłowa;miejski;kontenerowa stacjonarna;ul. Trzepowo 56;"Wybrano miejscowość SIMC: Nowe Trzepowo (0576303). Podstawa korekty: nazwa GIOŚ TRZEPOWO; w gminie z GUGiK jest Nowe Trzepowo. Dodatkowe uwagi: brak dokładnego Trzepowo w SIMC dla tej gminy.";52.5888;19.724289
48785;MzPlockPKN2;PL0397A;Płock-Maszewo;;1994-10-01;2009-12-31;tło;pozamiejski;kontenerowa stacjonarna;ul. Maszewo Duże 154;;52.584167;19.6114
42695;MzPlockPKN3;;Płock-Chełpowo;;1993-01-01;2005-12-31;przemysłowa;miejski;kontenerowa stacjonarna;ul. Długa;;52.5675;19.6875
43820;MzPlocKroJad;PL0398A;Płock, ul. Królowej Jadwigi;MzPlockPKN;1993-01-01;;przemysłowa;miejski;kontenerowa stacjonarna;ul. Królowej Jadwigi 4;;52.556279;19.687672
43820;MzPlocMiReja;PL0136A;Płock, ul. Reja;MzPlockReja;2003-08-01;;tło;miejski;kontenerowa stacjonarna;ul. Mikołaja Reja 28;;52.550938;19.709791
42669;MzPlonskSienWSSE;;Płońsk-Sienkiewicza;;1987-01-01;2003-12-31;tło;miejski;w budynku;ul. Sienkiewicza 7a;;52.629778;20.37556
